Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2018,6,24,5,1138,881,1281,2151,UA,5022,TN123,267,92,176,36,21,LAX,SFO,1150,6,8,0,None,0,11,16,15,2,11
2019,4,25,7,2048,18,1208,445,F9,4336,TN789,373,107,225,11,10,JFK,SFO,1860,13,46,0,None,0,10,19,18,0,0
2021,6,15,6,552,109,302,443,NK,3523,TN456,377,59,433,13,21,ATL,DFW,2114,14,55,0,None,0,8,19,13,0,0
2021,2,23,4,481,1460,1517,117,DL,2306,TN123,362,381,108,7,0,ORD,JFK,1025,22,50,0,None,0,12,0,22,0,0
2022,12,25,5,599,1057,755,1540,F9,5288,TN321,135,280,443,0,12,ATL,ATL,764,24,15,0,None,0,0,0,0,0,0
2022,4,11,2,1164,1311,163,928,AA,664,TN789,213,348,118,23,11,DFW,JFK,2708,19,0,0,None,0,17,19,24,0,33
2021,11,19,5,582,1867,1667,566,WN,5682,TN789,367,144,56,25,0,DEN,LAX,1880,14,20,0,None,0,12,6,23,0,0
2021,6,21,7,136,1002,1226,1936,AA,7444,TN123,472,394,393,30,1,DEN,JFK,2761,19,49,0,None,0,1,13,1,3,24
2021,5,10,7,1003,254,1233,87,WN,5945,TN321,36,361,410,26,2,SFO,ORD,415,21,56,0,None,0,3,18,20,4,8
2019,3,24,2,1982,637,1882,1652,F9,7775,TN321,481,248,421,0,0,DEN,JFK,1336,27,36,0,None,0,0,0,0,0,0
2021,8,12,7,1634,2042,2148,475,DL,4850,TN123,60,183,411,1,10,SFO,DFW,1780,13,38,0,None,0,17,0,0,0,0
2020,7,1,7,686,2181,897,1705,UA,4201,TN456,245,250,218,13,6,LAX,LAX,2220,2,0,0,None,0,13,25,10,0,0
2018,3,24,4,2214,396,782,1508,UA,7098,TN456,499,52,375,0,0,LAX,ORD,1846,2,48,0,None,0,0,0,0,0,0
2021,6,7,4,1433,1621,1994,294,AA,5023,TN123,370,398,74,0,0,ATL,ORD,1769,24,46,0,None,0,0,0,0,0,0
2018,4,17,1,1792,684,1584,719,F9,3493,TN456,333,243,124,0,0,LAX,LAX,1249,22,39,0,None,0,0,0,0,0,0
2019,11,26,4,909,1856,726,1404,WN,5469,TN321,327,177,262,8,9,JFK,DFW,1641,11,13,1,A,0,8,0,15,0,0
2018,5,28,3,1759,2066,1454,994,DL,7940,TN456,375,387,93,71,7,DFW,DEN,742,24,39,0,None,0,1,4,18,2,37
2019,11,10,5,2034,1010,2327,1306,NK,9146,TN456,315,331,333,30,1,JFK,ATL,258,1,47,1,C,0,19,18,10,8,2
2020,5,28,5,841,2166,2012,685,WN,1674,TN456,402,237,123,0,0,ATL,DFW,1711,3,43,0,None,0,0,0,0,0,0
2019,7,6,2,2112,301,1100,1203,WN,1343,TN123,155,188,240,0,14,DFW,SFO,2839,7,31,0,None,0,0,0,0,0,0
2019,11,17,4,1604,226,815,960,WN,8432,TN123,80,480,35,0,5,DEN,JFK,235,8,23,0,None,0,0,0,0,0,0
2022,5,18,1,1337,1530,150,934,F9,6571,TN789,448,434,428,20,15,SFO,DEN,2382,2,38,0,None,0,11,26,21,7,0
2021,11,5,7,114,1235,1008,405,DL,3050,TN456,219,336,48,0,6,DFW,DEN,1725,29,36,0,None,0,0,0,0,0,0
2021,3,18,1,568,355,1519,1290,F9,6284,TN123,80,196,283,2,16,JFK,JFK,862,23,32,0,None,0,8,0,0,0,0
2020,10,26,1,1553,700,1320,1617,NK,4248,TN321,405,92,375,0,15,DEN,DEN,381,23,29,0,None,0,0,0,0,0,0
2020,5,17,6,494,2270,668,1087,WN,6575,TN789,394,354,398,50,17,LAX,ATL,498,2,55,0,None,0,15,8,24,5,7
2021,7,22,7,821,1783,406,118,NK,9656,TN321,261,305,202,31,0,ATL,SFO,2608,10,25,0,None,0,14,17,21,7,31
2022,5,16,3,2249,1586,2334,312,NK,5332,TN456,207,404,71,0,13,ORD,ATL,2331,23,42,0,None,0,0,0,0,0,0
2021,5,8,4,1608,1214,491,162,F9,400,TN321,187,52,366,0,3,SFO,ATL,697,5,54,0,None,0,0,0,0,0,0
2022,9,24,7,559,1045,1032,1528,UA,1938,TN789,176,253,352,29,1,DFW,SFO,2269,24,43,0,None,0,11,6,0,4,2
2020,3,13,1,1041,1645,1941,292,AA,8374,TN456,335,455,429,0,0,ATL,DEN,417,0,13,0,None,0,0,0,0,0,0
2018,6,24,7,1469,1350,1155,689,B6,1075,TN123,467,230,125,31,8,JFK,SFO,2288,8,11,0,None,0,10,16,18,4,22
2020,1,16,3,339,364,1100,1400,WN,2574,TN321,280,416,44,19,0,ORD,LAX,2705,28,43,0,None,0,8,25,2,8,0
2020,10,11,5,1554,1067,2178,1565,NK,2398,TN321,368,312,111,0,8,ATL,ATL,1305,23,2,0,None,0,0,0,0,0,0
2019,5,6,2,611,518,996,672,UA,9274,TN789,371,376,348,18,8,ORD,DEN,2924,11,6,0,None,0,1,5,16,9,0
2019,8,27,4,2163,1626,1911,398,F9,419,TN123,161,487,396,13,19,ATL,DFW,2491,12,20,0,None,0,19,0,0,0,0
2019,5,3,4,1881,1344,1435,1047,NK,9353,TN456,266,365,45,0,5,SFO,SFO,111,28,57,0,None,0,0,0,0,0,0
2019,9,1,6,73,2233,1113,1942,UA,640,TN456,41,437,109,5,23,DEN,DEN,2700,13,26,1,A,0,15,0,0,0,0
2022,11,18,5,2163,1645,888,239,AA,2085,TN456,172,244,194,0,0,ORD,ATL,527,25,9,0,None,0,0,0,0,0,0
2021,6,5,4,1709,981,353,2358,AA,4590,TN789,428,294,361,12,0,SFO,SFO,622,7,9,0,None,0,14,17,24,0,0
2018,8,13,6,1761,2036,2318,671,B6,359,TN321,423,415,404,1,26,ATL,ATL,758,23,35,0,None,0,10,0,0,0,0
2020,10,10,6,1692,921,1415,401,B6,1804,TN321,147,419,415,12,0,ORD,SFO,2590,14,16,0,None,0,9,29,11,0,0
2022,8,5,6,2034,956,431,2106,NK,5205,TN321,90,258,427,0,0,DEN,ATL,172,9,41,0,None,0,0,0,0,0,0
2018,3,26,4,1245,360,738,52,B6,7890,TN321,432,256,49,2,27,ORD,LAX,1288,22,33,0,None,0,16,0,0,0,0
2022,7,14,4,125,1310,1779,1087,DL,539,TN789,210,356,33,0,28,ORD,ORD,1840,18,17,0,None,0,0,0,0,0,0
2022,7,17,4,656,181,1331,1142,DL,4440,TN789,485,364,426,0,0,ATL,JFK,247,5,25,0,None,0,0,0,0,0,0
2020,10,1,3,1199,1474,507,285,UA,6889,TN123,342,306,149,0,2,DFW,JFK,430,28,59,0,None,0,0,0,0,0,0
2021,12,25,6,1996,2144,54,2065,F9,9906,TN789,294,259,150,0,0,SFO,SFO,2496,15,1,0,None,0,0,0,0,0,0
2019,6,2,3,990,562,2084,1028,AA,866,TN321,58,385,25,6,31,SFO,LAX,1746,9,8,1,A,0,16,0,7,0,0
2021,12,7,2,858,313,899,1928,WN,6029,TN456,292,244,230,37,26,DEN,DFW,736,23,53,0,None,0,11,10,17,7,9
2020,7,10,4,1521,2068,2102,159,AA,8968,TN123,229,186,168,0,0,JFK,ATL,2783,12,44,0,None,0,0,0,0,0,0
2020,2,20,7,2132,402,523,141,DL,4672,TN456,134,42,295,28,5,ATL,ORD,2895,7,4,0,None,0,15,11,0,9,0
2020,9,7,5,1899,1147,462,396,UA,1036,TN456,430,226,168,10,29,LAX,DFW,930,3,25,0,None,0,10,0,7,0,0
2018,10,24,1,1406,612,696,1041,WN,8553,TN321,108,140,59,0,33,ORD,DEN,753,28,51,0,None,0,0,0,0,0,0
2021,10,16,2,632,1876,1501,533,B6,2820,TN789,173,132,215,54,9,LAX,JFK,153,7,40,0,None,0,13,25,11,3,32
2021,1,5,7,1664,1613,1772,1555,B6,8488,TN789,228,132,428,0,11,JFK,ORD,2573,7,14,0,None,0,0,0,0,0,0
2022,1,28,1,1486,692,715,1798,DL,1427,TN789,135,199,390,5,3,ATL,LAX,182,10,24,0,None,0,16,0,0,0,0
2022,3,12,1,694,1734,1234,1633,UA,5495,TN321,368,138,143,12,0,JFK,ATL,2765,0,25,0,None,1,12,8,17,0,0
2022,3,17,4,928,1725,1846,285,NK,693,TN321,451,405,90,4,13,JFK,ORD,1746,10,27,0,None,0,18,0,0,0,0
2020,1,16,5,115,839,988,1028,F9,7594,TN456,118,155,218,21,28,SFO,DFW,472,4,22,0,None,0,17,2,10,7,18
2021,12,20,1,1031,2150,1828,2176,AA,1068,TN123,361,264,52,29,0,DFW,LAX,1633,22,20,0,None,0,17,22,4,8,14
2020,7,26,6,1241,1810,211,955,DL,1133,TN789,460,414,326,0,8,DEN,DFW,2987,29,21,0,None,0,0,0,0,0,0
2018,4,16,7,1742,752,753,670,F9,9314,TN789,295,177,109,0,7,ATL,DFW,949,14,18,0,None,0,0,0,0,0,0
2022,10,19,1,1613,2181,435,498,F9,7613,TN123,280,200,109,0,0,DFW,SFO,391,28,49,0,None,0,0,0,0,0,0
2020,2,26,2,1903,1458,1901,2323,AA,9434,TN456,181,30,392,0,5,JFK,JFK,1132,23,9,0,None,0,0,0,0,0,0
2020,10,15,5,303,936,83,1106,WN,947,TN456,335,69,354,7,2,SFO,ATL,2867,8,41,0,None,0,6,0,11,0,0
2018,5,12,5,1490,1341,1235,1855,AA,1616,TN123,225,266,295,24,0,ATL,ORD,872,10,35,0,None,0,11,18,7,6,32
2019,6,21,1,1975,1693,778,1141,WN,8255,TN789,155,36,294,0,26,SFO,DFW,2802,10,30,0,None,0,0,0,0,0,0
2021,9,10,5,87,504,833,2076,F9,5716,TN321,72,192,218,1,0,JFK,LAX,610,14,30,0,None,0,7,0,0,0,0
2019,4,26,2,1033,2237,1960,1180,UA,6070,TN321,450,465,75,0,0,DFW,DFW,1187,28,34,0,None,0,0,0,0,0,0
2022,2,22,7,307,1969,176,2078,DL,394,TN123,202,319,256,17,15,LAX,DFW,2642,11,51,0,None,0,12,3,0,7,0
2020,5,2,2,801,51,1806,2006,AA,9719,TN789,83,463,20,15,9,DFW,LAX,1103,13,57,0,None,0,6,7,10,0,0
2018,3,7,2,163,1469,1717,1309,UA,7535,TN123,282,354,186,24,6,DEN,DEN,1171,5,10,0,None,0,5,17,8,7,12
2018,2,13,6,995,1405,1724,1688,UA,9694,TN456,328,186,56,0,15,LAX,SFO,1290,15,16,0,None,0,0,0,0,0,0
2021,12,3,4,1358,1999,185,335,AA,7423,TN456,225,143,293,11,3,SFO,DFW,2125,25,32,0,None,0,17,24,2,0,0
2019,1,15,1,2065,388,1494,569,B6,6203,TN321,322,141,98,3,0,ORD,LAX,441,12,21,0,None,0,3,0,0,0,0
2021,10,1,7,1094,1672,1979,598,F9,520,TN456,246,484,261,0,0,LAX,ATL,2867,4,42,0,None,0,0,0,0,0,0
2020,2,26,5,1198,673,1332,1146,B6,389,TN456,198,286,153,0,17,LAX,ORD,2024,23,25,0,None,0,0,0,0,0,0
2021,6,3,2,1877,1889,245,864,WN,588,TN123,251,102,271,0,26,ORD,LAX,543,21,35,0,None,0,0,0,0,0,0
2018,8,25,1,1823,1502,1852,804,UA,3498,TN123,157,471,376,5,40,LAX,LAX,1498,17,47,0,None,0,12,0,0,0,0
2018,3,10,7,810,592,383,313,DL,7670,TN789,414,222,41,29,15,LAX,SFO,362,8,1,0,None,1,2,7,16,2,21
2022,11,27,7,2295,82,284,27,DL,2572,TN123,378,302,286,0,31,JFK,ORD,2293,28,31,1,C,0,0,0,0,0,0
2022,9,27,1,1348,413,987,1253,UA,8472,TN789,45,475,237,12,0,ORD,LAX,2275,11,2,0,None,1,1,0,14,0,0
2020,12,15,4,2353,197,299,1029,B6,6709,TN321,66,253,91,6,0,JFK,DEN,2921,8,55,0,None,0,16,0,4,0,0
2019,9,22,6,1803,2306,900,1996,F9,8997,TN123,450,390,28,0,0,ORD,ATL,2772,16,37,0,None,0,0,0,0,0,0
2021,2,27,5,2251,1712,1459,1341,UA,8267,TN123,420,123,416,0,5,DEN,DEN,367,24,49,0,None,0,0,0,0,0,0
2020,8,6,6,1593,2345,1392,1248,NK,2986,TN123,325,236,406,5,0,LAX,SFO,1605,20,22,0,None,0,10,0,0,0,0
2022,10,20,7,432,1303,805,2136,WN,710,TN321,464,199,154,0,30,LAX,DFW,2141,13,49,0,None,0,0,0,0,0,0
2021,11,15,5,1647,299,2228,2087,UA,3663,TN123,349,185,214,16,0,LAX,JFK,1333,24,0,0,None,0,17,18,13,6,0
2022,12,24,7,1151,128,1921,680,AA,4631,TN456,254,273,321,33,0,DEN,ATL,2449,26,4,0,None,0,6,11,4,7,33
2021,5,21,2,821,1906,876,374,B6,1431,TN123,143,32,77,37,17,JFK,DFW,1382,12,43,0,None,0,5,22,10,4,25
2019,4,7,2,1070,1715,693,1041,AA,4992,TN789,51,249,303,18,21,SFO,ORD,2076,4,57,0,None,0,3,17,6,5,0
2020,10,25,1,504,206,1996,1550,AA,5068,TN456,328,34,306,11,13,LAX,LAX,1176,9,56,0,None,0,8,3,11,0,0
2021,5,21,5,114,2024,729,2179,UA,8839,TN123,91,223,327,0,16,ORD,LAX,1185,21,36,0,None,0,0,0,0,0,0
2018,4,27,5,1439,293,1186,2337,F9,2039,TN123,211,83,270,0,16,ORD,SFO,1008,8,0,0,None,0,0,0,0,0,0
2018,8,5,7,1790,1963,1581,1853,UA,4134,TN321,440,451,412,0,34,ORD,SFO,1942,12,17,0,None,0,0,0,0,0,0
2021,4,4,6,994,1873,104,805,F9,5352,TN789,314,493,110,0,0,ORD,ATL,584,6,51,0,None,0,0,0,0,0,0
2021,10,22,2,222,2006,438,2256,DL,2216,TN456,45,329,223,20,0,SFO,JFK,1526,13,4,0,None,0,9,20,15,6,0
2021,12,18,3,635,2076,1521,278,F9,3357,TN456,498,238,27,10,28,JFK,JFK,1441,27,17,0,None,0,12,0,1,0,0
2018,6,3,1,1972,2226,1351,1405,AA,103,TN321,424,105,127,12,3,JFK,LAX,2568,3,34,0,None,0,16,20,10,0,0
2018,2,17,5,671,2088,508,787,UA,8337,TN456,306,247,252,14,16,JFK,LAX,816,21,53,0,None,0,17,26,22,0,0
2021,5,18,4,957,1215,250,951,DL,8947,TN456,166,470,361,0,0,DFW,DFW,2729,7,53,1,D,0,0,0,0,0,0
2022,6,18,4,932,1772,1214,1332,NK,6804,TN789,312,147,293,0,0,ORD,DEN,2927,4,31,0,None,0,0,0,0,0,0
2022,5,24,3,95,625,2094,276,AA,4462,TN123,156,484,139,9,0,DEN,LAX,444,12,25,0,None,0,16,0,18,0,0
2019,12,24,2,2154,277,878,2345,DL,6297,TN123,115,309,324,27,0,JFK,DFW,533,19,32,0,None,0,17,0,21,7,2
2020,2,2,2,631,528,1274,432,B6,6566,TN456,236,109,30,2,0,JFK,SFO,658,22,41,0,None,0,15,0,0,0,0
2022,7,13,2,1701,2133,1017,1009,WN,6463,TN789,392,495,392,0,8,DFW,DEN,627,27,23,0,None,0,0,0,0,0,0
2018,4,22,6,1949,1924,63,1095,AA,83,TN321,180,216,405,0,23,JFK,LAX,2513,18,26,0,None,0,0,0,0,0,0
2022,8,15,7,697,1880,319,316,UA,9504,TN123,80,37,432,0,14,SFO,ATL,1523,19,53,0,None,0,0,0,0,0,0
2019,7,5,4,31,1925,859,1211,F9,7964,TN456,260,120,202,9,13,LAX,ATL,2342,14,18,0,None,0,12,0,12,0,0
2019,7,3,2,2113,692,1547,120,B6,5991,TN456,109,375,328,1,0,ORD,ATL,1083,6,17,0,None,0,3,0,0,0,0
2020,9,5,4,1202,1360,2076,1365,NK,5753,TN789,160,380,429,0,0,JFK,ORD,2381,26,14,0,None,0,0,0,0,0,0
2022,1,5,3,778,862,1674,303,DL,6223,TN789,429,239,198,0,1,LAX,ATL,1937,20,26,0,None,0,0,0,0,0,0
2018,10,5,1,1466,224,436,935,WN,3669,TN789,165,287,225,0,0,ORD,LAX,2746,16,56,0,None,0,0,0,0,0,0
2018,6,3,7,915,1917,1989,495,F9,1616,TN456,375,70,111,0,0,ORD,LAX,163,5,10,0,None,0,0,0,0,0,0
2021,6,3,6,548,1967,1620,2232,AA,4247,TN789,199,244,246,24,0,JFK,JFK,577,13,23,0,None,0,11,14,23,9,17
2018,6,20,5,2248,1956,762,712,WN,2063,TN456,486,213,25,10,4,SFO,ATL,1048,13,2,0,None,0,10,0,1,0,0
2020,12,23,3,1893,1839,735,349,B6,8972,TN123,192,333,375,0,5,DFW,JFK,793,24,38,0,None,0,0,0,0,0,0
2020,6,28,7,2096,67,632,905,WN,7556,TN456,228,270,31,0,21,ORD,ATL,1717,9,6,0,None,0,0,0,0,0,0
2018,12,28,4,1703,1642,1578,1827,AA,1059,TN456,485,135,269,14,22,ORD,DFW,1560,13,11,0,None,0,12,16,12,0,0
2018,10,28,3,2310,1020,1076,501,B6,2399,TN123,256,51,437,11,13,ATL,DEN,338,18,32,0,None,0,1,13,21,0,0
2021,7,18,5,1156,1100,2280,1177,DL,2331,TN789,77,382,396,0,46,SFO,ATL,239,19,21,0,None,0,0,0,0,0,0
2018,10,26,7,2030,1562,1830,913,AA,1760,TN789,339,274,217,0,0,SFO,DFW,2099,10,34,0,None,0,0,0,0,0,0
2021,6,20,6,1833,1524,1898,1515,WN,428,TN456,282,303,146,11,0,DEN,LAX,2697,9,13,0,None,0,7,2,21,0,0
2021,1,4,1,343,1470,199,526,AA,5378,TN456,132,108,56,0,0,SFO,ATL,2238,14,25,0,None,0,0,0,0,0,0
2018,3,1,5,1199,1715,673,1192,B6,5030,TN123,65,454,400,39,0,DEN,DFW,1719,1,18,1,C,0,6,19,3,1,13
2019,2,26,7,2058,1582,548,2026,WN,3877,TN789,35,352,440,0,0,LAX,SFO,774,18,20,0,None,0,0,0,0,0,0
2019,6,16,6,2248,1382,936,710,DL,2117,TN123,228,333,27,4,0,LAX,DFW,439,11,53,0,None,0,6,0,0,0,0
2021,8,8,4,944,1300,2144,2040,NK,560,TN456,41,407,184,0,9,DFW,SFO,554,20,40,0,None,0,0,0,0,0,0
2018,3,17,5,925,1336,48,111,NK,5442,TN456,132,52,139,13,20,LAX,DEN,1481,28,44,0,None,0,5,8,22,0,0
2019,10,8,3,2050,1242,895,2099,F9,9578,TN123,216,140,251,12,0,SFO,LAX,943,28,30,0,None,0,4,22,24,0,0
2018,8,7,2,1330,1705,2087,1672,UA,2618,TN123,350,159,244,0,0,ATL,DEN,1396,21,4,0,None,0,0,0,0,0,0
2018,8,25,3,2003,1901,913,2302,DL,590,TN321,207,391,391,0,0,LAX,DEN,2040,17,34,1,D,0,0,0,0,0,0
2018,5,8,4,1787,1967,1176,1650,AA,499,TN321,456,289,252,27,10,ORD,SFO,1624,13,16,0,None,0,0,6,19,4,3
2022,8,21,7,2246,2247,675,299,UA,6348,TN789,200,183,449,0,0,LAX,JFK,169,26,59,0,None,0,0,0,0,0,0
2018,6,24,1,1939,1679,769,957,F9,7905,TN123,206,48,306,15,0,JFK,JFK,1945,1,31,0,None,0,13,18,15,0,0
2022,5,27,5,2156,1315,210,1890,F9,9722,TN789,118,78,245,0,0,LAX,DEN,1906,11,50,0,None,0,0,0,0,0,0
2021,9,26,7,2155,2113,146,306,B6,9831,TN321,233,103,414,0,0,ORD,LAX,2030,21,3,0,None,0,0,0,0,0,0
2019,7,12,1,51,730,1522,2146,F9,9325,TN789,468,243,439,32,3,ATL,ATL,1132,0,9,1,B,0,10,26,5,4,16
2019,8,16,4,2159,567,2329,120,NK,7433,TN321,376,82,164,20,16,DEN,DEN,2855,17,29,0,None,0,2,3,11,2,0
2019,1,12,5,294,1748,494,2018,WN,5957,TN123,372,419,269,15,14,ATL,ORD,1126,11,54,0,None,0,8,14,11,0,0
2019,11,19,6,2112,1629,1649,2277,WN,4484,TN123,240,219,291,0,19,ATL,LAX,368,11,36,0,None,0,0,0,0,0,0
2019,2,10,6,464,595,2320,1277,B6,8608,TN789,242,158,305,19,3,DFW,DFW,484,3,50,0,None,0,9,24,20,5,0
2019,8,7,7,2305,647,1143,1427,F9,4997,TN123,463,173,58,10,0,DFW,DFW,1357,16,8,0,None,0,14,0,15,0,0
2019,12,12,3,1669,2193,45,1517,AA,1592,TN789,50,277,63,0,8,SFO,LAX,1000,20,25,1,C,0,0,0,0,0,0
2021,9,20,7,633,1553,310,1185,DL,4408,TN789,117,209,391,0,0,ORD,SFO,1701,15,21,0,None,1,0,0,0,0,0
2018,4,5,3,1354,124,330,1931,NK,3884,TN321,42,36,56,3,10,SFO,DFW,1081,18,20,0,None,0,10,0,0,0,0
2020,12,16,4,1524,1537,10,1455,UA,1608,TN456,455,373,429,0,9,DFW,LAX,2243,25,47,0,None,0,0,0,0,0,0
2022,10,9,6,209,1355,907,1179,B6,3725,TN789,149,320,275,11,22,JFK,ATL,1622,0,22,0,None,0,6,21,14,0,0
2020,11,7,5,2136,479,1400,1346,F9,7556,TN321,428,235,230,22,18,DEN,JFK,2771,19,11,0,None,0,11,24,5,7,12
2020,10,20,6,2075,1001,1591,628,AA,9908,TN321,207,97,424,0,11,ORD,JFK,224,16,30,0,None,0,0,0,0,0,0
2018,9,22,3,237,711,7,1214,AA,203,TN321,158,390,111,2,0,JFK,LAX,2700,1,57,0,None,0,7,0,0,0,0
2018,4,26,7,335,1970,983,1199,UA,3855,TN456,80,172,38,2,0,DFW,ATL,2516,10,16,0,None,0,14,0,0,0,0
2018,10,14,4,2110,1421,1750,1961,B6,8302,TN123,447,137,119,21,13,LAX,LAX,2154,25,39,0,None,0,1,8,20,0,26
2019,10,11,6,1576,1817,1393,516,DL,769,TN789,71,214,414,8,25,JFK,DEN,2424,6,54,0,None,0,12,0,7,0,0
2021,10,7,4,499,814,565,844,NK,139,TN789,347,269,166,25,14,DFW,ORD,292,29,44,0,None,0,11,26,4,4,7
2019,9,10,6,1564,55,2320,1547,DL,221,TN123,124,180,88,0,0,DEN,ATL,2307,0,20,0,None,0,0,0,0,0,0
2021,11,9,7,790,1654,900,1594,B6,7357,TN123,271,240,149,4,28,DFW,ORD,587,5,53,0,None,0,9,0,0,0,0
2021,7,4,1,1135,131,2178,819,WN,9053,TN321,445,107,44,16,5,ORD,SFO,1581,19,46,0,None,0,4,8,2,1,0
2020,2,16,7,2348,230,113,761,NK,3928,TN321,385,257,134,19,11,JFK,DFW,346,5,40,0,None,0,6,21,6,1,0
2020,9,10,6,228,394,531,1362,F9,2388,TN123,90,276,109,0,12,SFO,ATL,105,27,32,0,None,0,0,0,0,0,0
2021,4,19,3,149,981,1522,110,DL,2526,TN789,378,410,305,4,0,LAX,DFW,652,4,14,0,None,0,3,0,0,0,0
2021,8,24,7,1778,932,1044,1841,WN,5055,TN123,467,131,292,0,0,JFK,DEN,2180,28,31,0,None,0,0,0,0,0,0
2019,7,17,5,1624,1529,1743,806,B6,9638,TN123,487,243,360,0,7,ORD,SFO,1788,26,58,0,None,0,0,0,0,0,0
2019,7,9,3,332,1409,32,1496,F9,6957,TN456,471,168,231,0,0,LAX,SFO,1403,10,34,0,None,0,0,0,0,0,0
2020,8,13,3,173,532,132,1243,AA,1610,TN456,498,417,421,0,0,JFK,JFK,2112,29,14,0,None,0,0,0,0,0,0
2018,1,1,3,1366,964,1726,486,B6,5444,TN321,257,215,130,0,0,LAX,DEN,854,21,28,0,None,0,0,0,0,0,0
2021,5,2,4,2108,2173,974,810,AA,199,TN321,437,197,367,0,0,DEN,SFO,2253,4,10,0,None,0,0,0,0,0,0
2019,2,13,2,1084,554,25,2043,B6,5985,TN789,440,87,95,16,13,JFK,ATL,1045,28,28,0,None,0,5,22,6,1,0
2020,2,24,2,818,1493,544,516,NK,9353,TN123,306,148,315,18,21,ATL,ATL,1644,1,40,0,None,0,8,16,3,5,0
2019,1,9,1,1701,384,1261,834,WN,1370,TN123,47,117,409,3,12,DEN,ORD,2785,9,50,0,None,0,12,0,0,0,0
2021,5,7,3,2263,711,2065,623,F9,3572,TN456,273,151,107,0,0,SFO,DFW,1190,13,21,0,None,0,0,0,0,0,0
2021,2,16,2,1612,1471,933,1047,WN,489,TN789,340,273,446,0,9,ATL,ORD,103,19,25,0,None,0,0,0,0,0,0
2022,4,19,1,623,653,2336,1564,F9,3541,TN123,353,96,420,4,20,JFK,ATL,153,22,17,1,C,0,16,0,0,0,0
2018,3,7,4,577,1142,1050,1155,NK,9057,TN789,76,323,189,22,0,ATL,JFK,1257,29,24,0,None,0,18,3,17,0,36
2022,3,6,3,422,1116,816,1344,B6,2181,TN456,339,159,166,0,8,SFO,ORD,1079,19,20,0,None,0,0,0,0,0,0
2020,2,18,5,1394,1608,1934,496,AA,3329,TN123,47,372,386,0,12,SFO,ATL,144,20,23,0,None,1,0,0,0,0,0
2019,6,19,4,1229,537,107,2263,B6,3635,TN456,413,69,259,7,0,JFK,LAX,1348,17,49,0,None,0,4,0,6,0,0
2020,2,11,1,753,1456,947,542,AA,656,TN456,230,241,74,20,0,DEN,DFW,2999,12,58,0,None,0,15,22,6,5,0
2021,8,12,4,746,1897,737,915,WN,5987,TN456,282,85,111,0,0,DFW,DEN,2318,28,55,0,None,0,0,0,0,0,0
2022,8,26,5,687,2192,792,1801,UA,9572,TN123,221,229,272,0,0,DEN,DEN,549,2,27,1,C,0,0,0,0,0,0
2022,12,10,4,722,1091,1867,81,DL,236,TN789,78,320,176,0,0,ORD,ORD,466,20,52,0,None,0,0,0,0,0,0
2022,5,13,1,1566,699,1355,993,WN,989,TN123,123,334,388,31,0,ORD,JFK,410,3,2,0,None,0,10,1,17,8,39
2020,10,12,5,746,1901,1385,1179,B6,1383,TN456,448,136,270,0,17,ORD,DEN,776,18,12,0,None,0,0,0,0,0,0
2021,7,21,5,241,2178,288,165,B6,9007,TN321,266,224,283,14,15,SFO,LAX,2351,17,37,0,None,0,16,9,9,0,0
2019,4,10,4,707,732,1467,2255,AA,9882,TN789,251,381,27,33,0,ORD,LAX,1395,11,5,0,None,0,7,17,14,6,31
2019,1,20,5,434,1304,1060,2071,DL,5630,TN321,196,151,344,33,0,ATL,ORD,1602,24,10,0,None,0,18,16,21,3,4
2020,11,18,7,780,1812,1371,806,F9,2487,TN456,283,124,318,0,4,ATL,DEN,350,17,55,0,None,0,0,0,0,0,0
2022,2,4,4,483,1675,42,331,WN,1666,TN123,471,457,117,25,0,DEN,DEN,1469,13,22,0,None,0,4,15,21,6,33
2018,10,28,3,1533,512,1149,1585,NK,3987,TN789,86,316,69,21,2,LAX,SFO,354,24,8,0,None,0,18,1,8,8,1
2020,10,24,5,169,0,2056,1534,DL,8187,TN321,35,154,232,24,0,LAX,SFO,228,3,48,0,None,0,13,25,5,3,3
2020,4,5,4,1020,1965,2231,1616,DL,1824,TN123,491,478,23,0,0,JFK,ATL,613,9,55,0,None,0,0,0,0,0,0
2021,1,5,3,868,431,1076,2288,WN,5829,TN789,267,361,383,0,7,ATL,ORD,450,8,16,0,None,0,0,0,0,0,0
2019,8,28,5,847,1289,1873,180,AA,5431,TN456,250,155,311,0,0,DFW,ATL,2231,24,8,0,None,0,0,0,0,0,0
2020,9,12,3,1497,398,532,1316,F9,5337,TN456,253,431,408,0,10,ATL,LAX,2980,25,58,0,None,0,0,0,0,0,0
2020,4,26,6,695,807,1318,2016,AA,4089,TN456,107,373,260,21,5,DFW,JFK,2662,20,57,0,None,0,15,13,17,2,1
2022,10,3,5,31,1279,1231,1106,NK,611,TN123,49,65,38,44,25,LAX,ORD,1864,22,18,0,None,0,5,15,8,4,28
